link,id,title,header,header_image,subheader,description,difficulty,distance,duration,ascent,descent,peak
https://muntii-nostri.ro/ro/node/1430,1430,Cornești - Cabana Buru - Vf. Colţu Corbului - Gura Jigăului | Muntii Nostri,10MN38: Cornești - Cabana Buru - Vf. Colţu Corbului - Gura Jigăului,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_blueridgetrack_resize_0.png?itok=tw-S38_g,"Legătura Cornești - Gura Jigăului, pe la Vf. Colţu Corbului","Traseul 38 Bandă Albastră este traseul de legătură între localitatea Cornești și locul numit Gura Jigăului, situat deasupra Defileului Arieș. Traseul urcă abrupt de la Cabana Buru până la punctul de belvedere Vârful Colţul Corbului, cu priveliști spre Valea Arieșului și culmile înconjurătoare, apoi folosește drumuri forestiere până în locul  Gura Jigăului.",uşor,"8,74km",3:00-4:00h,360m,145m,603m
https://muntii-nostri.ro/ro/node/1431,1431,Şapte Izvoare Calde (DN67D) - Poiana Culmea Mare | Muntii Nostri,14MN29: Şapte Izvoare Calde (DN67D) - Poiana Culmea Mare,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_11_yellowpeaktrack_resize.png?itok=370HrAa9,Legătura Şapte Izvoare Calde - Poiana Culmea Mare (creastă),"Traseul 29 Triunghi Galben este traseul ce leagă ștrandul 7 Izvoare al staţiunii Băile Herculane de traseul de creastă al Munţilor Cernei. Vizităm Piatra Băniţei, Peştera din Piatra Băniţei și Poiana Culmea Mare cu tufe de măceșe și muri.",uşor,"3,25km",1:30-2:00h,609m,90m,737m
https://muntii-nostri.ro/ro/node/1432,1432,Cricău - Pârâul Cricău - lângă Piatra Craivii | Muntii Nostri,10MN20: Cricău - Pârâul Cricău - lângă Piatra Craivii,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_3_bluepeaktrack_0_resize.png?itok=iasftduS,"Legătura  Cricău - Vf. Piatra Craivii, prin Defileul Cricăului","Traseul 20 Triunghi Albastru este traseul de legătură între localitatea Cricău și Vf. Piatra Craivii, folosind un drum de-a lungul pârâului Cricău, până sub Piatra Craivii. Străbate Defileul Cricăului într-o zonă pitorească (cu băncuțe de odihnă) și ajunge la intersecția cu BR - între Piatra Craivii și Piatra Bulzului. Până pe vârf se folosesc potecile TR și PA.",uşor,"9,43km",3:00-4:00h,440m,30m,710m
https://muntii-nostri.ro/ro/node/1433,1433,Traseu TR - Vf. Piatra Craivii | Muntii Nostri,10MN21: Traseu TR - Vf. Piatra Craivii,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_1_bluecircuittrack_resize.png?itok=F_YTVlOW,Traseul de vizitare a Vf. Piatra Craivii,"Traseul 21 Punct Albastru este traseul de vizitare a Vârfului Piatra Craivii, un punct de belvedere minunat. Piatra Craivii domină prin poziţia și înălţimea sa toată zona înconjurătoare. Putem admira Piatra Bulzului, Cheile Turzii, Piatra Cetii, văile Munților Trascău, Culoarul Mureșului, Alba Iulia, Sebeș, Munții Șureanu, chiar și crestele Făgărașilor.",dificil,"0,67km",0:30-1:00h,200m,0m,1022m
https://muntii-nostri.ro/ro/node/1434,1434,Zlatna - Poiana Măgurii - Ighiel | Muntii Nostri,10MN22: Zlatna - Poiana Măgurii - Ighiel,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_2_blueconnectiontrack_resize.png?itok=DRSXIkTN,"Legătura  Zlatna - Iezerul Ighiel, peste Dâmbău și Platoul Ciumerna","Traseul 22 Cruce Albastră este traseul de legătură între orașul Zlatna și  localitatea Ighiel, un adevărat tur de forță, cu satisfacții pe măsură. Avem ocazia să vizităm cel mai înalt vârf al Trascăului - Dâmbău (1369 m), platoul carstic Ciumerna, Iezerul Ighiel, cel mai mare lac de baraj natural pe calcare din România ș.a.",mediu,"35,62km",14:00-15:00h,2050m,2130m,1317m
https://muntii-nostri.ro/ro/node/1435,1435,Tureni - Dl Petridului - Cheile Turzii | Muntii Nostri,10MN31: Tureni - Dl Petridului - Cheile Turzii,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_blueridgetrack_resize_0.png?itok=tw-S38_g,"Legătura Tureni - Cheile Turzii, peste Dl Petridului","Traseul 31 Bandă Albastră este legătura cea mai scurtă la picior, între localitatea Tureni și Cheile Turzii, cu direcţia generală N-S. Străbatem localitatea Tureni, trecem autostrada A3 pe un pasaj rutier și urcăm pe culmea dealului Petridului, cu acces la versantul stâng al Cheilor Turzii. Priveliști spre Depresiunea Turenilor, cariera Săndulești, defileul Hăşdatelor, satele Deleni şi Miceşti, versantul stâng al Cheilor Turzii ș.a.",uşor,"9,34km",3:00-4:00h,300m,370m,745m
https://muntii-nostri.ro/ro/node/1436,1436,Circuit Cheile Vălișoarei (Aiudului) - versantul stâng | Muntii Nostri,10MN13: Circuit Cheile Vălișoarei (Aiudului) - versantul stâng,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_5_redcircuittrack_resize.png?itok=gSsaGStE,Circuitul Cheilor Vălișoarei (Aiudului) - versantul stâng,"Traseul 13 Punct Roșu este traseul în circuit de parcurgere a versantului stâng al Cheilor Vălișoarei (Aiudului), cu acces la traseul tematic. Priveliști spre Templul Cavalerilor și amfiteatrul Cheilor Vălișoarei pe care se remarcă Colțul Cetății, Colțul Deacului și Colțul Sandului, Țancul Cetății și Colțul Bogza, vârfurile Bogza Mare și Bogza Mică ș a.",mediu,"9,58km",3:00-4:00h,747m,749m,873m
https://muntii-nostri.ro/ro/node/1437,1437,Turda - Drumul Domnilor - Cabana Cheile Turzii | Muntii Nostri,10MN39: Turda - Drumul Domnilor - Cabana Cheile Turzii,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_6_redconnectiontrack_resize_2.png?itok=ELTDVbVO,"Legătura Turda - Cabana Cheile Turzii, pe Drumul Domnilor","Traseul 39 Cruce Roșie este traseul la picior între municipiul Turda și Cabana Cheile Turzii, pe Drumul Domnilor (accesibil MTB). Ieșim din oraș, urcăm pe Vf. Hodiniş (445 m) - cu vederi panoramice, apoi ținem interfluviul dintre V. Pordei și Arieș, cu reperul Cheilor Turzii în față..Priveliști spre Podişului Transilvaniei și rezervația Cheile Turzii.",uşor,"8,35km",2:00-3:00h,240m,130m,516m
https://muntii-nostri.ro/ro/node/1438,1438,Poiana Aiudului - Șaua Data - Cheile Vălișoarei (Aiudului) | Muntii Nostri,10MN14: Poiana Aiudului - Șaua Data - Cheile Vălișoarei (Aiudului),https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_2_blueconnectiontrack_resize.png?itok=DRSXIkTN,"Legătura  Poiana Aiudului - Cheile Aiudului, pe sub Colțul Data","Traseul 14 Cruce Albastră este traseul de legătură între localitatea Poiana Aiudului și Cheile Vălișoarei (Aiudului), urcând sub Colțul Data, cu acces la traseul tematic. Trecem prin locul numit “La Găvane” (scobituri cu ochiuri de apă) și urcăm sub Vf. Data, cu priveliști spre Colțul Data, Templul Cavalerilor și amfiteatrul Cheilor Vălișoarei.",mediu,"6,80km",3:00-4:00h,380m,280m,680m
https://muntii-nostri.ro/ro/node/1439,1439,Lângă Vf. Dâmbău - Vf. Părăginoasa - La Dârbinaș | Muntii Nostri,10MN23: Lângă Vf. Dâmbău - Vf. Părăginoasa - La Dârbinaș,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_blueridgetrack_resize_0.png?itok=tw-S38_g,Legătura  Vf. Dâmbău - Poiana cu narcise Negrileasa,"Traseul 23 Bandă Albastră este traseul de legătură între Vârful Dâmbău, cel mai înalt din Trascău și magistrala Apusenilor (BR) - aproape de Cabana negrileasa și Poiana cu narcise. De la Vf Dâmbău, urcăm pe vf. Părăginoasa și continuăm pe interfluviul dintre văile Feneșului și Morilor (Vâltori), cu priveliști frumoase spre împrejurimi.",mediu,"9,09km",3:00-4:00h,320m,440m,1317m
https://muntii-nostri.ro/ro/node/1440,1440,Cabana Râmeţ - Cheia - Întregalde | Muntii Nostri,10MN16: Cabana Râmeţ - Cheia - Întregalde,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_3_bluepeaktrack_0_resize.png?itok=iasftduS,"Legătura  Cabana Râmeţ - Întregalde, pe Brâna Caprelor","Traseul 16 Triunghi Albastru este traseul de legătură între Cabana Râmeț și localitatea Întregalde, trecând Cheile Râmețului pe Brâna Caprelor. Străbatem Cheile Mănăstirii, ajungem la Cheile Râmețului și urcăm pe Brâna Caprelor, deasupra pârâului, o potecă aeriană ce necesită atenție și prezență de spirit. Următorul sector trece aproape de Cheile Pravului, apoi străbate, rând pe rând, cătunele Boțani, Dealul Geoagiului și Modolești.",mediu,"14,91km",6:00-7:00h,970m,820m,890m
https://muntii-nostri.ro/ro/node/1441,1441,Cabana Râmeţ - Modolești - Ampoiţa | Muntii Nostri,10MN17: Cabana Râmeţ - Modolești - Ampoiţa,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_10_yellowconnectiontrack_0_resize.png?itok=QGL1udUK,"Legătura  Cabana Râmeţ - Ampoița, prin Cheile Întregalde","Traseul 17 Cruce Galbenă este traseul de legătură între Cabana Râmeț și localitatea Ampoiţa, vizitând rezervațiile Poiana cu Narcise Tecșești, Cheile Întregalde, Cheile Găldiței, Cheile Turcului, Platoul Carstic Ciumerna, Iezerul Ighiel, Cheile Ampoiței și Calcarele de la Ampoița. Se recomandă parcurgerea traseului în minim 2 zile, cu înnoptare la Întregalde. Un adevărat tur de forță în Țara Moților, cu satisfacții pe măsură.",mediu,"43,60km",18:00-19:00h,2110m,2265m,1267m
https://muntii-nostri.ro/ro/node/1442,1442,Cabana Râmeţ - Râmeţ - Fosta cabană Sloboda | Muntii Nostri,10MN18: Cabana Râmeţ - Râmeţ - Fosta cabană Sloboda,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_5_redcircuittrack_resize.png?itok=gSsaGStE,"Legătura  Cheile Mănăstirii - Pădurea Sloboda, prin satul Râmeț","Traseul 18 Punct Roșu este traseul de legătură între Cabana Râmeț și fosta Cabana Sloboda, practic accesul de la regiunea calcaroasă şi înaltă a Trascăului (Cheile Râmețului și Cheile Mănăstirii), la zona de podiş a Aiudului, cu frumoasa Pădure Sloboda, declarată rezervație botanică încă din 1969. Poteca taie drumul pietruit ce șerpuiește fotogenic la vale către Mănăstirea Râmeț.",mediu,"12,40km",4:00-5:00h,620m,560m,998m
https://muntii-nostri.ro/ro/node/1443,1443,Bucerdea Vinoasă - Modolești - Cetea | Muntii Nostri,10MN19: Bucerdea Vinoasă - Modolești - Cetea,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,"Legătura  Piatra Craivii - Tecșești - Piatra Cetii, prin Întregalde","Traseul 19 Triunghi Roșu este traseul de legătură între localitatea Bucerdea Vinoasă și localitatea Cetea, vizitând câteva din formațiunile carstice de seamă ale Apusenilor: Vf. Piatra Craivii, Cheile Găldiței și Cheile Turcului, capătul superior al Cheii Întregalde, platoul carstic al Muntelui Cetii, rezervațiile Poiana cu Narcise Tecșești, Piatra Cetii, Cheile Cetii cu cascada Băile Romane ș.a.",mediu,"37,81km",15:00-16:00h,2105m,2015m,1217m
https://muntii-nostri.ro/ro/node/1447,1447,Traseu CA - Refugiul Săruni - Traseu CA | Muntii Nostri,10MN27: Traseu CA - Refugiul Săruni - Traseu CA,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_5_redcircuittrack_resize.png?itok=gSsaGStE,"Derivația spre Refugiul Săruni, din traseul Zlatna - Vârful Dâmbău","Traseul 27 Punct Roșu este derivația spre Refugiul Săruni, situat deasupra orașului Zlatna. Din poteca CA care leagă orașul Zlatna de cel mai înalt vârf al Trascăului, Vârful Dâmbău (1369 m), PR se desprinde în zona indicatorului "" Vf. Dâmbău - 1h"", aflat într-o poiană. Refugiul Săruni este cu circuit închis, contactați ATE Trascău pentru gazdă.",mediu,"0,89km",0:30-0:45h,150m,10m,1268m
https://muntii-nostri.ro/ro/node/1448,1448,Traseu CA - Colţu' lu' Blaj | Muntii Nostri,10MN28: Traseu CA - Colţu' lu' Blaj,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_1_bluecircuittrack_resize.png?itok=F_YTVlOW,Legătura Zlatna - peretele de cățărare Colţu' lu' Blaj,"Traseul 28 Punct Albastru este derivația spre una dintre cele mai frumoase zone pentru practicarea escaladei sportive din regiunea Văii Ampoiului, Colţu’ lu’Blaj. Din poteca CA care leagă orașul Zlatna de cel mai înalt vârf al Trascăului, Vârful Dâmbău (1369 m), PA coboară la Pârâul Bârnii și apoi urcă aprox. 200 m la peretele de căţărare.",mediu,"0,64km",0:30-0:45h,60m,30m,681m
https://muntii-nostri.ro/ro/node/1449,1449,Lunca Arieșului - Poiana Șipote - Peștera Huda lui Papară | Muntii Nostri,10MN02: Lunca Arieșului - Poiana Șipote - Peștera Huda lui Papară,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,"Legătura  Lunca Arieșului - Huda lui Papară, pe la Cascada Șipote","Traseul 2 Triunghi Roșu este traseul de legătură între satul Lunca Arieșului și Peștera Huda lui Papară, una plină de superlative. Avem ocazia să admirăm abruptul Bedeleului, să vizităm frumoasa Cascada Șipote care cade fotogenic peste un prag de travertin îmbrăcat în mușchi și să descoperim tainele bazinului de apă ce colectează trei pâraie (Seaca, Ponor și V. Poieni) în arealul Vânătările Ponorului - Huda lui Papară.",mediu,"9,40km",3:00-5:00h,790m,610m,774m
